head_news,golden_true,prediction
InterContinental Hotels first-quarter global room revenue lags estimates,negative,negative
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",negative,negative
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,negative,negative
More than a third of the original participants dropped out due to nausea and other side effects .,negative,negative
"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU",negative,negative
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",negative,negative
"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",negative,negative
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",negative,negative
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,negative,negative
"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",negative,negative
$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,negative,negative
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative,negative
Reported operating margin was a negative 5.9 % .,negative,negative
Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,negative,negative
Deutsche Bank cuts $SBUX,negative,negative
$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,negative,negative
"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ",negative,negative
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",negative,negative
Operating profit for 2009 lower than outlook published earlier .,negative,negative
$FB & $TSLA cracking lower early. $short #correction #stocks,negative,negative
The dismissed staff members will now take the matter to court unless it can be settled outside .,negative,negative
$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,negative,negative
Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,negative,negative
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative,negative
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,negative,negative
EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,negative,negative
Short on $ATVI from 24.55.,negative,negative
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",negative,negative
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative,negative
"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",negative,negative
Valeant CEO Pledges to Heed Critics After `Painful' Experience,negative,positive
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,negative,positive
AstraZeneca diabetes drug combination faces delay after FDA rebuff,negative,negative
"$FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5",negative,negative
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",negative,negative
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,negative,negative
"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",negative,positive
$STX move off the bottom but still in bear market #datasecurity $EMC $SNDK $WDC https://t.co/VkYdWPxeSN,negative,negative
"FTSE led lower by M&S, GlaxoSmithKline",negative,negative
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",negative,negative
"In this case , the effect would be negative in Finland .",negative,negative
Verizon and AT&T accused of hurting rivals,negative,negative
"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",negative,negative
They are also upset that some of the machinery and work is taken over to Poland .,negative,negative
BHP Billiton drags FTSE lower after slashing dividend,negative,negative
$TSLA <STUDY the CHARTS> Pullback_Time https://t.co/ZMDG0fb3I7,negative,negative
Standard Chartered lags on capital worries,negative,negative
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative,negative
"Aviva, M&G suspend property funds as investors panic",negative,negative
Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,negative,negative
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,negative
Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,negative,Negative
$AAPL Beat the estimates. Will still go down on lack of new products. https://t.co/sX3z7u6N8o,negative,negative
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",negative,negative
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",negative,negative
$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,negative,negative
Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,negative,negative
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,negative
"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",negative,negative
The acquisition of +àlandsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,negative,negative
"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",negative,negative
Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,negative,negative
Lloyds to cut 945 jobs as part of three-year restructuring strategy,negative,negative
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,negative,negative
UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,negative,negative
Net sales have been eaten by the weak US dollar .,negative,negative
Finnish media group Talentum has issued a profit warning .,negative,negative
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",negative,negative
"At this growth rate , paying off the national debt will be extremely painful .",negative,negative
$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,negative,negative
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,negative,negative
$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,negative,negative
"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",negative,negative
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,negative,negative
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,negative,negative
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",negative,negative
"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",negative,negative
Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...,negative,negative
Starbucks shares down as much as ~4.2% $SBUX https://t.co/JlgrprR54k,negative,negative
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,positive
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,negative,negative
energy still failing to close above the 10D MA.  continues to stand out weak $XLE,negative,negative
"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",negative,negative
"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",negative,negative
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,negative,negative
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,negative,negative
$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,negative,negative
Breaking: Tesla recalls all Model X cars  .. details on show now $TSLA,negative,negative
"Royal Mail, Johnson Matthey lead FTSE lower",negative,negative
Prices and delivery volumes of broadband products decreased significantly in 2005 .,negative,negative
UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,negative,negative
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,negative
